"","GHGRP ID","Landfill ID","Landfill Name","State","Landfill Alias","Physical Address","City","County","Zip Code","Latitude","Longitude","Composting?","Ownership Type","Landfill Owner Organization(s)","Landfill Operator Organization","Year Landfill Opened","Landfill Closure Year","Current Landfill Status","Design Landfill Area (acres)","Current Landfill Area (acres)","Design Landfill Depth (feet)","Current Landfill Depth (feet)","Landfill Design Capacity (tons)","Waste in Place (tons)","Waste in Place Year","Annual Waste Acceptance Rate (tons per year)","Annual Waste Acceptance Year","Does LF Recirculate Leachate?","Leachate Recirc Frequency (Past 10 Yrs)","Permitted as RD&D LF?","LFG Generated (mmscfd)","LFG Collection System In Place?","LFG Collected (mmscfd)","LFG Collected Year","Percent Methane","Flares in Place?","Number of Flares","LFG Flared (mmscfd)","LFG Flared Year","Gas Collection System Comments"
"65",1004543,2093,"Little Rock City SW Landfill","AR","City of Little Rock Landfill","10803 Ironton Cut Off Road","Little Rock","Pulaski","72206",34.65129,-92.30241,"Yes","Public","City of Little Rock, AR","City of Little Rock, AR",1976,2073,"Open",110,49.6,240,100,7751457,3823504,2021,123484,2021,"Yes","Several times per year","No",1.52,"Yes",0.508,2021,43,"Yes",NA,0.508,2021,"8/03-One small (vent) flare at each of the 4 pump houses to prevent explosive gases.; 9/07-New 3rd flare under construction along with GCCS, vent flares will be shut down.; 2012-16 wells, system capacity=1200 acfm."
"66",1004480,11421,"Mississippi County LF","AR",NA,"1695 East CR-506","Luxora","Mississippi","72358",35.78,-89.97,"No","Public","Mississippi County, AR",NA,1980,2087,"Open",96.5,27,NA,NA,NA,2522729,2021,74500,2021,"No","Several times per year","No",0.932,"No",NA,NA,NA,"No",NA,NA,NA,NA
"67",1005898,2293,"Modelfill Landfill","AR","Worth James Landfill","3817 Mabelvale Pike","Little Rock","Pulaski","72204",34.7124,-92.3318,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1980,2012,"Closed",116.4,116,NA,NA,5657857,5597448,2011,72310,2011,"No","Not used","No",0.922,"Yes",0.853,2021,41,"Yes",1,0.853,2021,"8/06-58 vertical extraction wells, (1) utility candlestick flare.; 2012-111 wells, system capacity=3578 acfm."
"68",1006470,11543,"NABORS Landfill","AR",NA,"1320 RLH Landfill Road","Mountain Home","Baxter","72653",36.4639,-92.45196,"No","Public","Northwest AR RSWMD",NA,NA,2015,"Closed",56,NA,NA,NA,1672800,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"69",1005319,11280,"Northeast AR RSWMD Landfill Phases 2 & 3","AR",NA,"1810 Greene 890 Road","Paragould","Greene","72450",36.085,-90.4539,"No","Public","Northeast AR RSWMD",NA,1979,2032,"Open",NA,207.4,NA,NA,3922300,2944206,2021,85089,2021,"No","Not used","No",1.02,"No",NA,NA,NA,"No",NA,NA,NA,"4/09-System to be in place in 2010."
"70",1007681,2284,"Ozark Ridge Landfill","AR","Yell County Landfill","10140 Ozark Ridge Access Lane
County Road 47 (South New Hope Road) and Hwy 7","Danville","Yell","72833",35.09,-93.2079,"No","Private","WM","WM",1986,2062,"Open",66,46.2,NA,80,6658931,3295332,2021,77167,2021,"Yes","Several times per year","No",1.21,"Yes",0.373,2021,50.1,"Yes",1,0.373,2021,"2012-18 wells, system capacity=2000 acfm."
"71",1004544,11545,"Rolling Meadows Landfill, Inc.","AR",NA,"1420 Hamric Road","Hazen","Prairie","72064",34.8476,-91.59002,"No","Private","GFL Environmental USA Inc.",NA,1991,2096,"Open",105,40,80,40,26993821,4027750,2021,136219,2021,"Yes","Several times per year","No",1.67,"No",NA,NA,NA,"No",NA,NA,NA,NA
"72",1006513,11548,"Saline County RWMD LF","AR","Benton LF","18511 W. Sardis Road","Bauxite","Saline","72011",34.5606,-92.4818,"No","Private","Republic Services, Inc.",NA,1992,2042,"Open",NA,51.5,NA,NA,8075586,4988839,2021,303002,2021,"No","Not used","No",1.41,"Yes",0.612,2021,51.3,"Yes",1,0.612,2021,"2012-Passive vents/flares only."
"73",1007614,20802,"Shannon Road Landfill","AR",NA,"7700 Shannon Road","Pine Bluff","Jefferson","71603",34.204169,-92.09412,"No","Private","WM",NA,1976,1992,"Closed",NA,NA,NA,NA,2443918,2443913,1992,143760,1992,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"74",1007896,2043,"Two Pine Landfill","AR","Phase 1 and Phase 2","100 Two Pine Drive","North Little Rock","Pulaski","72117",34.8371,-92.1497,"No","Private","WM","WM",1981,2060,"Open",145,85,NA,93,32836670,14407243,2021,369557,2021,"No","Several times per year","No",NA,"Yes",2.063,2021,53.3,"Yes",1,0.439,2021,"5/05-GCCS installed over ~2/3 of site.; 9/10-84 wells over 60 acres, system installed in 1996, 1 open flare.; 2014-117 wells, system capacity=4400 scfm."
"75",1004479,2401,"Union County Recycling & Disposal Facility","AR",NA,"3083 Smackover Highway","El Dorado","Union","71730",33.32,-92.6855,"No","Private","GFL Environmental USA Inc.",NA,1988,2046,"Open",69,22.8,NA,85,8394453,3655090,2021,140712,2021,"No","Not used","No",1.532,"Yes",0.555,2021,41,"Yes",1,0.555,2021,"2010-35 wells, system capacity=1100 acfm.; 1/14-Expansion June 2012 - totals wells 40 / 5 risers."
"76",1005440,11549,"Upper Southwest RSWMD","AR",NA,"319 Landfill Road","Nashville","Howard","71852",34.075,-93.868,"No","Public","Upper SW Arkansas RSWMD",NA,1994,2038,"Open",32,30.2,NA,NA,4125583,1976187,2021,105659,2021,"No","Not used","No",0.767,"No",NA,NA,NA,"No",NA,NA,NA,NA
"77",1006280,1768,"27th Avenue Landfill","AZ",NA,"3060 S. 27th Avenue","Phoenix","Maricopa","85009",33.42,-112.1168,"No","Public","City of Phoenix, AZ","City of Phoenix, AZ",1978,1995,"Closed",NA,147.8,100,NA,10727362,10727362,1995,55512,1995,"No","Not used","No",1.141,"Yes",1.129,2021,24.9,"Yes",NA,1.129,2020,"LFG Collection system operational. Blower-flare station construction modifications remain.; 8/01-Flaring.; 2012-51 wells, system capacity=2400 acfm."
"78",NA,20766,"Apache County Regional Landfill - Blue Hills","AZ","Blue Hills Regional Landfill; St. Johns MSWLF","Highway 191
3 mi NE of St. Johns","St. Johns","Apache","85936",34.529,-109.312,"No","Public","Apache County, AZ","Blue Hills Environmental Association",1990,NA,"Open",NA,NA,NA,NA,NA,NA,NA,44365,2014,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"79",1004003,1773,"Apache Junction LF","AZ","Tomahawk; Pinal County","4050 South Tomahawk Road","Apache Junction","Pinal","85219",33.37893,-111.52877,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1972,2035,"Open",NA,96.3,NA,NA,11634409,10009847,2021,370060,2021,"Yes","Several times per year","No",1.6,"Yes",0.823,2021,45.9,"Yes",NA,0.823,2021,"2012-19 wells, system capacity=350 acfm.; 2/22-Original system installed in 2010 to control gas migration, system upgraded in 2017."
"80",1007815,1783,"Butterfield Station Landfill","AZ",NA,"40404 S. 99th Avenue","Mobile","Maricopa","85139",33.08,-112.2757,"No","Private","WM","WM",1990,2138,"Open",691.4,203,190,NA,225975715,42557092,2021,1525584,2021,"No","Not used","No",8.93,"Yes",1.063,2021,49.9,"Yes",2,1.063,2021,"2012-37 wells, system capacity=1600 scfm."
"81",1006201,12210,"Cactus Landfill","AZ",NA,"22481 East Deep Well Ranch Road","Florence","Pinal","85132",32.7679,-111.3223,"No","Private","Republic Services, Inc.",NA,2004,2449,"Open",NA,41.4,NA,NA,171006769,5201047,2021,326891,2021,"Yes","Several times per year","No",0.818,"Yes",0.043,2021,45,"Yes",NA,0.043,2021,NA
"82",NA,21259,"Casa Grande Landfill","AZ",NA,"5200 S. ChuiChu Road
3.2 miles S of City","Casa Grande","Pinal","85230",32.830049,-111.763015,"No","Public","City of Casa Grande, AZ","City of Casa Grande, AZ",1949,NA,"Open",NA,106,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"83",1003466,20787,"Cave Creek MSW Landfill","AZ",NA,"3955 E. Carefree Highway","Cave Creek","Maricopa","85331",33.79,-111.997,"No","Public","Maricopa County, AZ",NA,1984,1999,"Closed",NA,NA,NA,NA,1625749,1625749,1999,22598,1999,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"84",1004132,1782,"Cinder Lake MSW LF","AZ",NA,"6770 E. Cinder Lake Landfill Road","Flagstaff","Coconino","86004",35.307,-111.517,"No","Public","City of Flagstaff, AZ","City of Flagstaff, AZ",1965,2054,"Open",247,110,NA,50,12948115,5559437,2021,111818,2021,"No","Not used","No",1.09,"No",NA,NA,NA,"No",NA,NA,NA,NA
"85",1007279,1781,"City of Chandler Landfill","AZ",NA,"3850 South McQueen Road","Chandler","Maricopa","85286",33.251,-111.8251,"No","Public","City of Chandler, AZ","Republic Services, Inc.",1981,2005,"Closed",NA,56,45,NA,NA,2100000,2001,98000,1998,"Unknown","Not used","No",0.538,"Yes",0.448,2012,36.8,"Yes",NA,0.448,2012,"9/08-Original collection system installed 1997, upgraded in 2003 to become first U.S. fully automated system.; 2010-58 wells, system capacity=900 acfm."
"86",1003683,1787,"City of Glendale Municipal Landfill","AZ",NA,"11480 W Glendale Avenue","Glendale","Maricopa","85307",33.5364,-112.3065,"No","Public","City of Glendale, AZ","City of Glendale, AZ",1973,2061,"Open",260,141.6,NA,NA,26218553,11890006,2021,413512,2021,"Yes","Occasionally but not every year","No",2.732,"Yes",2.335,2021,40,"Yes",NA,2.335,2021,"2012-79 wells, system capacity=2100 acfm."
"87",NA,20767,"Cochise County Western Regional Landfill","AZ",NA,"2595 N. Sagebrush Road","Huachuca City","Cochise","85616",31.718,-110.288,"No","Public","Cochise County, AZ","Cochise County, AZ",2001,NA,"Open",NA,NA,NA,NA,4739984,NA,NA,68812,2014,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"88",NA,1784,"Cocopah Landfill","AZ",NA,"16500 S. Avenue C
1/2 mi E of County 16 & S. Avenue C","Somerton","Yuma","85350",32.5915,-114.6713,"No","Private","Cocopah Indian Tribe","Republic Services, Inc.",NA,2000,"Closed",160,138,NA,NA,NA,2500000,2000,100000,1998,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"89",1007963,2414,"Copper Mountain Landfill","AZ","Copper State Recycling","34853 East County 12th Street","Wellton","Yuma","85356",32.64606,-114.04372,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1995,2256,"Open",510,66.3,NA,NA,19878402,7172592,2021,270349,2021,"No","Not used","No",1.4,"Yes",0.325,2021,57.9,"Yes",NA,0.325,2021,NA
"90",NA,2335,"Deer Valley Landfill","AZ","Cave Creek Golf Course","15202 N 19th Avenue","Phoenix","Maricopa","85023",33.621,-112.0996,"No","Public","City of Phoenix, AZ",NA,NA,1972,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,NA,"Yes",NA,NA,NA,NA
"91",NA,2390,"Dudleyville Landfill","AZ",NA,"8195 North Highway 177","Winkelman","Pinal","85292",32.9997,-110.7879,"No","Public","Pinal County","WM",NA,NA,"Open",NA,NA,NA,NA,463050,8902,2001,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"Unknown",NA,NA,NA,NA
"92",1013630,20753,"Durham Regional Landfill","AZ","RAD Landfill; Right Away Disposal Landfill","22316 S. Harmon Road
6 miles north and 3 miles east of the I-10 Red Rock Interchange (Exit 226)","Florence","Pinal","85132",32.68,-111.291,"No","Private","Waste Connections, Inc.","Right Away Disposal",2015,2029,"Open",184,NA,NA,NA,28595171,2576580,2021,486302,2021,"Yes","Several times per year","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"93",1007862,2194,"Gray Wolf Regional Landfill","AZ","Grey Wolf Landfill","23355 East Highway 169
Mile Post 11","Dewey","Yavapai","86327",34.5167,-112.0483,"No","Private","WM","WM",1993,2142,"Open",172.2,67.2,NA,NA,24920357,4585334,2021,185614,2021,"No","Not used","No",1.23,"Yes",NA,NA,NA,"Yes",NA,NA,NA,"1/23-Installed during 2022/23, one 20 MMBtu/hr open utility flare."
"94",1002450,1769,"Harrison Landfill","AZ",NA,"9245 East Irvington Road","Tucson","Pima","85730",32.1627,-110.7902,"No","Public","City of Tucson, AZ","City of Tucson, AZ",1972,1997,"Closed",70,64.7,50,NA,NA,2250000,NA,NA,NA,"Unknown","Not used","No",0.882,"Yes",0.382,2012,26,"Yes",NA,0.382,2012,"7/01-LFG extraction was installed in phases between 1995 and 1998.; 2012-39 wells, system capacity=250 acfm."
"95",NA,1785,"Huachuca City Landfill","AZ",NA,"600 Skyline Drive","Huachuca","Cochise","85616",31.637,-110.329,"No","Public","City of Huachuca, AZ","City of Huachuca, AZ",NA,NA,"Open",66,NA,NA,NA,1644682,1200000,1998,26725,2014,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"96",1003612,2391,"Ironwood Landfill","AZ","Adamsville Landfill","12720 East Highway 287","Florence","Pinal","85232",33.0077,-111.4316,"No","Private","WM","WM",1971,2022,"Closed",NA,36.2,NA,NA,2037705,1773816,2021,14920,2019,"No","Not used","No",0.427,"No",NA,NA,NA,"No",NA,NA,NA,NA
"97",1004056,2411,"La Paz County Landfill","AZ",NA,"26999 Highway 95
Mile Post 128","Parker","La Paz","85344",33.951822,-114.216539,"No","Public","County of La Paz","Republic Services, Inc.",1990,2023,"Open",NA,29,NA,NA,19878402,4090742,2021,182528,2021,"Yes","Several times per year","No",0.62,"No",NA,NA,NA,"No",NA,NA,NA,NA
"98",1004093,2412,"Lake Havasu Landfill","AZ",NA,"3251 East Chenoweth Drive","Lake Havasu City","Mohave","86404",34.5463,-114.339,"No","Public","City of Lake Havasu","Republic Services, Inc.",1971,2038,"Open",NA,NA,NA,NA,5978950,2378856,2021,96503,2021,"No","Not used","No",NA,"No",NA,NA,NA,"Unknown",NA,NA,NA,NA
"99",1007543,12205,"Lone Cactus Landfill","AZ",NA,"21402 N. 7th Street","Phoenix","Maricopa","85024",33.682456,-112.065633,"No","Public","State of Arizona Land Department","WM",1981,2013,"Closed",196,196,NA,NA,NA,11158328,2013,63240,2013,"No","Not used","No",2.9,"No",NA,NA,NA,"No",NA,NA,NA,"2010-Passive venting."
"100",1002799,1770,"Los Reales Landfill","AZ",NA,"5300 E. Los Reales Road","Tucson","Pima","85756",32.1192,-110.88,"No","Public","City of Tucson, AZ","City of Tucson, AZ",1967,2089,"Open",428,222.6,115,NA,71012154,24081968,2021,738455,2021,"Yes","Several times per year","No",4.03,"Yes",1.146,2021,41.8,"Yes",NA,1.146,2021,"6/00-LFG actively collected from over 70 wells.; 2012-42 wells, system capacity=2690 acfm."
"101",1013218,21213,"Marana Regional Landfill","AZ",NA,"14508 West Avra Valley Road","Marana","Pima","85653",32.410302,-111.283295,"No","Private","WM",NA,2013,2239,"Open",415,NA,NA,NA,100320234,2974394,2021,432942,2021,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"102",1004980,2413,"Mohave Valley Landfill","AZ","Bullhead","3999 El Rodeo Road","Mohave Valley","Mohave","86426",35.0135,-114.567,"No","Public","County of Mohave","Republic Services, Inc.",1990,2024,"Open",NA,NA,NA,NA,7901352,1850219,2021,96971,2021,"No","Not used","No",NA,"Yes",0.187,2021,43.7,"Yes",NA,0.187,2021,NA
"103",1003046,1800,"North Center Street Landfill","AZ",NA,"2799 North Center Street","Scottsdale","Maricopa","85256",33.465,-111.8295,"No","Public","Salt River Pima-Maricopa Indian Community (SRP-MIC)","Salt River Pima-Maricopa Indian Community (SRP-MIC)",1970,1992,"Closed",NA,134,NA,NA,NA,2206102,1992,95918,1992,"No","Not used","No",1.05,"Yes",0.126,2017,26,"Yes",NA,0.126,2017,"6/04-Perimeter system with 10 wells for migration control.; 2010-10 wells, system capacity=500 acfm.; 7/16-500 cfm John Zink open flare."
"104",1000031,1786,"Northwest Regional MSW Landfill","AZ",NA,"19401 W. Deer Valley Road","Surprise","Maricopa","85387",33.678,-112.481,"No","Private","WM","WM",1983,2108,"Open",792,133.3,NA,127,145287166,23923224,2021,1384896,2021,"No","Occasionally but not every year","No",3.991,"Yes",2.078,2021,52.7,"Yes",1,0.838,2021,"9/10-28 wells over 113 acres, system installed in 2005, 1 enclosed flare.; 2012-48 wells, system capacity=2800 acfm."
"105",1003611,1771,"Painted Desert Landfill","AZ","Pen-Rob Landfill","9001 N. Porter Avenue","Joseph City","Navajo","86032",34.998,-110.3347,"No","Private","WM","WM",1988,2331,"Open",275,65,NA,NA,34125579,3671057,2021,94375,2021,"No","Not used","No",0.953,"Yes",0.132,2021,46.7,"Yes",1,0.132,2021,"2012-10 wells, system capacity=650 acfm."
"106",1003467,1788,"Queen Creek MSW Landfill","AZ",NA,"20224 E Riggs Road","Queen Creek","Maricopa","85142",33.2195,-111.6469,"No","Public","Maricopa County, AZ","Republic Services, Inc.",1972,2007,"Closed",NA,70,NA,NA,4267841,4217096,2007,137812,2007,"No","Not used","No",1.28,"No",NA,NA,40,"No",NA,NA,NA,"2012-Passive vents/flares only."
"107",NA,1789,"Rio Rico MSW Landfill","AZ",NA,"1500 W. Frontage Road","Rio Rico","Santa Cruz","85648",31.5194,-111.0186,"No","Public","Santa Cruz County, AZ","Santa Cruz County, AZ",1981,2041,"Open",25,25,NA,188,1929119,1042941,2011,49000,2018,"Unknown","Not used","No",NA,"Yes",0.36,2017,30,"Yes",1,0.36,2017,"10/07-13 vertical perimeter wells & 2 interior wells connected to a flare station, 20% CH4 at flare station but 5 of the 13 wells are maintaining 40+% CH4.; 9/10-Gas collection began in 1998, 1 open flare.; 2/19-Only 1 active well is connected to flare."
"108",1002831,1798,"Salt River Landfill","AZ",NA,"4660 N. Beeline Highway","Scottsdale","Maricopa","85256",33.508775,-111.778214,"No","Public","Salt River Pima-Maricopa Indian Community (SRP-MIC)","Salt River Pima-Maricopa Indian Community (SRP-MIC)",1993,2032,"Open",144,138.5,NA,NA,22996457,15340220,2021,513491,2021,"Yes","Occasionally but not every year","Yes",2.983,"Yes",1.839,2021,47.2,"Yes",NA,1.839,2021,"2010-68 wells, system capacity=6500 acfm.; 2012-Passive vents/flares too.; 7/16-4,000 cfm Perennial open flare (primary) & 1,500 cfm John Zink open flare (standby)."
"109",NA,2392,"Sierra Estrella Landfill","AZ",NA,"22087 North Ralston Road
3 mi NW of town on State Route 238","Maricopa","Pinal","85239",33.08,-112.1253,"No","Private","WM","WM",1994,2000,"Closed",NA,27.1,NA,NA,16100000,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"110",1004261,1790,"Skunk Creek Landfill","AZ",NA,"3165 W. Happy Valley Road","Phoenix","Maricopa","85027",33.71276,-112.12764,"No","Public","City of Phoenix, AZ","City of Phoenix, AZ",1973,2005,"Closed",686,422.9,NA,NA,16125406,16125406,2005,1011198,2005,"No","Not used","No",1.866,"Yes",1.847,2021,31.5,"Yes",NA,1.847,2020,"2012-268 wells, system capacity=6000 acfm."
"111",1006485,20695,"South Yuma County Landfill","AZ",NA,"19536 S. Avenue 1 E","Yuma","Yuma","85365",32.5689,-114.61613,"No","Private","CR&R, Inc.",NA,2001,2075,"Open",NA,19.5,NA,NA,22050000,3639904,2021,229252,2021,"Yes","Occasionally but not every year","No",0.515,"No",NA,NA,NA,"No",NA,NA,NA,NA
"112",1004240,1772,"Southwest Regional Landfill","AZ","Buckeye","24427 S Highway 85","Buckeye","Maricopa","85326",33.2222,-112.6371,"No","Public","Buckeye Pollution Control Corp. (BPCC)","Republic Services, Inc.",1997,2163,"Open",NA,101,NA,NA,29004965,15284114,2021,827121,2021,"No","Not used","No",2.43,"Yes",0.454,2021,33.3,"Yes",NA,0.454,2021,"2012-17 wells, system capacity=2000 acfm."
"113",1004121,12141,"State Route 85 Landfill","AZ",NA,"28633 W. Patterson Road","Buckeye","Maricopa","85326",33.178917,-112.66485,"No","Public","City of Phoenix, AZ","City of Phoenix, AZ",2006,2100,"Open",368,94,NA,NA,29510617,14553069,2021,1023923,2021,"Yes","Occasionally but not every year","No",2.278,"Yes",1.572,2021,49.7,"Yes",3,1.572,2020,"2012-53 wells, system capacity=2100 acfm.; 5/12-Initial phase of GCCS became operational Sept. 2007.; 4/17-43 horizontal collectors & 5 vertical wells, 3 enclosed Perennial Energy flares (1,500 cfm, 2,100 cfm, 2,000 cfm)."
"114",1004876,1791,"Tangerine Road MSW Landfill","AZ",NA,"10220 W. Tangerine Road","Marana","Pima","85653",32.41944,-111.1833,"No","Public","Pima County, AZ","Pima County, AZ",1984,2013,"Closed",NA,53,114,94,3715590,3545055,2013,121718,2013,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"115",1003229,1799,"Tri-Cities Landfill","AZ",NA,"11630 North Beeline Highway","Scottsdale","Maricopa","85256",33.476,-111.8295,"No","Public","Salt River Pima-Maricopa Indian Community (SRP-MIC)","Salt River Pima-Maricopa Indian Community (SRP-MIC)",1972,1993,"Closed",NA,NA,NA,NA,NA,11500000,1993,NA,NA,"Unknown","Not used","No",NA,"Yes",0.36,2015,50.5,"Yes",NA,0.36,2015,"7/16-2,500 cfm Perennial enclosed flare (primary) & 2,500 cfm John Zink open flare (standby)."
"116",NA,1,"Vincent Mullins Landfill","AZ",NA,"East Speedway Boulevard","Tucson","Pima","85715",32.23565,-110.8378,"No","Public","City of Tucson, AZ","City of Tucson, AZ",1972,1987,"Closed",NA,36,75,75,NA,1320000,1987,120000,1987,"Unknown","Not used","No",NA,"Yes",0.75,NA,40.9,"Yes",NA,0.75,NA,NA
"117",NA,36,"Acme LF","CA",NA,"950 Waterbird Way","Martinez","Contra Costa","94553",38.034,-122.09056,"No","Private","Acme Fill Corporation","Acme Fill Corporation",1954,2003,"Closed",516,NA,80,NA,NA,10800000,2002,19210,NA,"Unknown","Not used","No",NA,"Yes",1.8,NA,50,"Yes",NA,NA,NA,"Usually flares 24/7."
"118",NA,37,"Aerojet Liquid Rocket Company LF","CA","Aerojet Class III Solid Waste LF",NA,"Rancho Cordova","Sacramento","95670",38.58333,-121.3,"No","Private","Aerojet","Aerojet",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"119",1004335,349,"All Purpose Landfill","CA","Santa Clara County LF; City of Santa Clara LF","5401 Lafayette Street","Santa Clara","Santa Clara","95054",37.41639,-121.97056,"No","Public","City of Santa Clara, CA","City of Santa Clara, CA",1962,1996,"Closed",NA,210,50,NA,5501512,5501512,1996,18743,1996,"No","Not used","No",1.21,"Yes",0.318,2021,39.1,"Yes",1,0.078,2021,"2012-75 wells, system capacity=1300 acfm."
