RawData,Date,Date_Clean,Date_Clean2,Location,Location_Clean1,Type,Type_Clean1,Lat,Lon,FindLocationStart,FindLocationLength,TypeStart,AreThereParen?,,,,,,,,,,,
"April 26, 2016     Wertzville Road/Valley Road          Accidents Involving Damage to Attended Vehicle    D-ARREST","April 26, 2016",42486,04/26/16,Wertzville Road/Valley Road 17011,#VALUE!,Accidents Involving Damage to Attende,Accidents Involving Damage to Attended Vehicle,#VALUE!,,17,30,47,,,,,,,,,,,,
"April 20, 2016     Lambs Gap Road/Carlisle Pike         Accidents Involving Damage to Attended Vehicle","April 20, 2016",42480,04/20/16,Lambs Gap Road/Carlisle Pike 17011,#VALUE!,Accidents Involving Damage to Attended,Accidents Involving Damage to Attended Vehicle,#VALUE!,,17,31,48,,,,,,,,,,,,
"May 17, 2016     Lighthouse Drive/McDonald Drive         Accidents Involving Damage to Attended Vehicle","May 17, 2016",42507,05/17/16,Lighthouse Drive/McDonald Drive 17011,#VALUE!,Accidents Involving Damage to Attended V,Accidents Involving Damage to Attended Vehicle,#VALUE!,,15,34,49,,,,,,,,,,,,
"February 3, 2016     Wertzville Road/Good Hope Road         Accidents Involving Damage to Attended Vehicle or Property","February 3, 2016",42403,02/03/16,Wertzville Road/Good Hope Road 17011,#VALUE!,Accidents Involving Damage to Attended Vehi,Accidents Involving Damage to Attended Vehicle,#VALUE!,,19,33,52,,,,,,,,,,,,
"April 26, 2016     100 block of South Sporting Hill Road         Accidents Involving Damage to Attended Vehicle","April 26, 2016",42486,04/26/16,100 block of South Sporting Hill Road 17011,#VALUE!,Accidents Involving Damage to Attended Vehicle,Accidents Involving Damage to Attended Vehicle,#VALUE!,,17,40,57,,,,,,,,,,,,
"April 8, 2016     Carlisle Pike/South Sporting Hill Road         Accidents Involving Damage to Attended Vehicle","April 8, 2016",42468,04/08/16,Carlisle Pike/South Sporting Hill Road 17011,#VALUE!,Accidents Involving Damage to Attended Vehicle,Accidents Involving Damage to Attended Vehicle,#VALUE!,,16,41,57,,,,,,,,,,,,
"February 4, 2016     Carlisle Pike/RT 581 Prohibited          Acts; Penalties    D-ARREST","February 4, 2016",42404,02/04/16,Carlisle Pike/RT 581 Prohibited 17011,#VALUE!,Acts; Penalties D-ARREST,Acts; Penalties,#VALUE!,,19,34,53,,,,,,,,,,,,
"June 10, 2015     300 block of Raven Court          Aggravated Assault    D-ARREST","June 10, 2015",42165,06/10/15,300 block of Raven Court 17011,#VALUE!,Aggravated Assault D-ARREST,Aggravated Assault,,,16,27,43,,,,,,,,,,,,
"May 21, 2016     5401 Carlisle Pike (Blarney’s)         Aggravated Assault     D-ARREST","May 21, 2016",42511,05/21/16,5401 Carlisle Pike (Blarney’s) 17011,5401 Carlisle Pike  17011,Aggravated Assault D-ARREST,Aggravated Assault,#VALUE!,,15,33,48,,,,,,,,,,,,
"December 25, 2015     4700 block of Brian Road          Aggravated Assault    D-ARREST","December 25, 2015",42363,12/25/15,4700 block of Brian Road 17011,#VALUE!,Aggravated Assault D-ARREST,Aggravated Assault,#VALUE!,,20,27,47,,,,,,,,,,,,
"October 24, 2015     3400 block of Simpson Ferry Road           Aggravated Assault    D-ARREST","October 24, 2015",42301,10/24/15,3400 block of Simpson Ferry Road 17011,#VALUE!,Aggravated Assault D-ARREST,Aggravated Assault,#VALUE!,,19,35,54,,,,,,,,,,,,
"October 2, 2015     4300 block of Carlisle Pike          Aggravated Assault    D-ARREST","October 2, 2015",42279,10/02/15,4300 block of Carlisle Pike 17011,#VALUE!,Aggravated Assault D-ARREST,Aggravated Assault,#VALUE!,,18,30,48,,,,,,,,,,,,
"July 24, 2016     100 block of Maple Avenue         Aggravated Indecent Assault    D-ARREST","July 24, 2016",42575,07/24/16,100 block of Maple Avenue 17011,#VALUE!,Aggravated Indecent Assault D-AR,Aggravated Indecent Assault,#VALUE!,,16,28,44,,,,,,,,,,,,
"September 4, 2015      5120 East Trindle Road (Best Line)          Bad Check    D","September 4, 2015",42251,09/04/15,5120 East Trindle Road (Best Line) 17011,5120 East Trindle Road  17011,Bad Chec,Bad Check,#VALUE!,,20,38,58,,,,,,,,,,,,
"July 28, 2016     230 South Sporting Hill Road (Capital Area Regional Council of Governments)          Bad Check    D-ARREST","July 28, 2016",42579,07/28/16,230 South Sporting Hill Road (Capital Area Regional Council of Governments) 17011,230 South Sporting Hill Road  17011,Bad Check D-ARREST,Bad Check,#VALUE!,,16,78,94,,,,,,,,,,,,
"June 2, 2016     3512 Market Street (Members 1st)         Bad Check","June 2, 2016",42523,06/02/16,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check,Bad Check,#VALUE!,,15,35,50,,,,,,,,,,,,
"May 7, 2015     5120 East Trindle Road (Best Line)          Bad Check    D-ARREST","May 7, 2015",42131,05/07/15,5120 East Trindle Road (Best Line) 17011,5120 East Trindle Road  17011,Bad Check D-ARREST,Bad Check,#VALUE!,,14,37,51,,,,,,,,,,,,
"March 27, 2015     3442 Simpson Ferry Road (John H Myers)           Bad Check    D-ARREST","March 27, 2015",42090,03/27/15,3442 Simpson Ferry Road (John H Myers) 17011,3442 Simpson Ferry Road  17011,Bad Check D-ARREST,Bad Check,#VALUE!,,17,41,58,,,,,,,,,,,,
"March 4, 2015     5120 East Trindle Road (Bestline)         Bad Check","March 4, 2015",42067,03/04/15,5120 East Trindle Road (Bestline) 17011,5120 East Trindle Road  17011,Bad Check,Bad Check,#VALUE!,,16,36,52,,,,,,,,,,,,
"December 30, 2016     3512 Market Street (Members 1st)           Bad Check    D","December 30, 2016",42734,12/30/16,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check D,Bad Check ,,,20,35,55,0,,,,,,,,,,,
"August 1, 2016     4900 Carlisle Pike (Hampden Optical)         Bad Check    D","August 1, 2016",42583,08/01/16,4900 Carlisle Pike (Hampden Optical) 17011,4900 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,17,39,56,,,,,,,,,,,,
"May 24, 2016     6251 Carlisle Pike (Freysinger Buick)         Bad Check    D","May 24, 2016",42514,05/24/16,6251 Carlisle Pike (Freysinger Buick) 17011,6251 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,15,40,55,,,,,,,,,,,,
"April 1, 2016     6200 block of Galleon Drive         Bad Check    D","April 1, 2016",42461,04/01/16,6200 block of Galleon Drive 17011,#VALUE!,Bad Check D,Bad Check ,#VALUE!,,16,30,46,,,,,,,,,,,,
"February 5, 2016     6320 Carlisle Pike (McCafferty Ford)         Bad Check    D","February 5, 2016",42405,02/05/16,6320 Carlisle Pike (McCafferty Ford) 17011,6320 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,19,39,58,,,,,,,,,,,,
"February 2, 2016     3512 Market Street (Members 1st)          Bad Check    D","February 2, 2016",42402,02/02/16,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check D,Bad Check ,#VALUE!,,19,35,54,,,,,,,,,,,,
"January 11, 2016     701 East Locust Street (Spankys)         Bad Check    D","January 11, 2016",42380,01/11/16,701 East Locust Street (Spankys) 17011,701 East Locust Street  17011,Bad Check D,Bad Check ,#VALUE!,,19,35,54,,,,,,,,,,,,
"December 29, 2015     6251 Carlisle Pike (Freysinger Hyundai)          Bad Check    D","December 29, 2015",42367,12/29/15,6251 Carlisle Pike (Freysinger Hyundai) 17011,6251 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,20,42,62,,,,,,,,,,,,
"December 29, 2015     3512 Market Street (Members 1st)          Bad Check    D","December 29, 2015",42367,12/29/15,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check D,Bad Check ,#VALUE!,,20,35,55,,,,,,,,,,,,
"October 22, 2015     3512 Market Street (Members 1st)          Bad Check    D","October 22, 2015",42299,10/22/15,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check D,Bad Check ,#VALUE!,,19,35,54,,,,,,,,,,,,
"August 28, 2015     3442 Simpson Ferry Road (John H Myers)          Bad Check    D","August 28, 2015",42244,08/28/15,3442 Simpson Ferry Road (John H Myers) 17011,3442 Simpson Ferry Road  17011,Bad Check D,Bad Check ,#VALUE!,,18,41,59,,,,,,,,,,,,
"August 25, 2015     6280 Carlisle Pike (Members 1st)           Bad Check    D","August 25, 2015",42241,08/25/15,6280 Carlisle Pike (Members 1st) 17011,6280 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,18,35,53,,,,,,,,,,,,
"August 19, 2015     4680 East Trindle Road (West Shore AAA)           Bad Check    D","August 19, 2015",42235,08/19/15,4680 East Trindle Road (West Shore AAA) 17011,4680 East Trindle Road  17011,Bad Check D,Bad Check ,#VALUE!,,18,42,60,,,,,,,,,,,,
"July 7, 2015     3925 East Trindle Road (RT Grim)          Bad Check    D","July 7, 2015",42192,07/07/15,3925 East Trindle Road (RT Grim) 17011,3925 East Trindle Road  17011,Bad Check D,Bad Check ,#VALUE!,,15,35,50,,,,,,,,,,,,
"July 1, 2015     3512 Market Street (Members 1st)          Bad Check    D","July 1, 2015",42186,07/01/15,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check D,Bad Check ,#VALUE!,,15,35,50,,,,,,,,,,,,
"June 16, 2015     6320 Carlisle Pike (McCafferty Ford)          Bad Check    D","June 16, 2015",42171,06/16/15,6320 Carlisle Pike (McCafferty Ford) 17011,6320 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,16,39,55,,,,,,,,,,,,
"June 9, 2015     3512 Market Street (Members 1st)          Bad Check    D","June 9, 2015",42164,06/09/15,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Check D,Bad Check ,#VALUE!,,15,35,50,,,,,,,,,,,,
"April 7, 2015     1806 Lambs Gap Road (Lambs Gap Animal Hospital)          Bad Check    D","April 7, 2015",42101,04/07/15,1806 Lambs Gap Road (Lambs Gap Animal Hospital) 17011,1806 Lambs Gap Road  17011,Bad Check D,Bad Check ,#VALUE!,,16,50,66,,,,,,,,,,,,
"March 2, 2015     3809 East Trindle Road (Jack Williams Tire and Auto)          Bad Check   D","March 2, 2015",42065,03/02/15,3809 East Trindle Road (Jack Williams Tire and Auto) 17011,3809 East Trindle Road  17011,Bad Check D,Bad Check ,#VALUE!,,16,55,71,,,,,,,,,,,,
"February 25, 2015     6251 Carlisle Pike (Freysinger Buick)          Bad Check    D","February 25, 2015",42060,02/25/15,6251 Carlisle Pike (Freysinger Buick) 17011,6251 Carlisle Pike  17011,Bad Check D,Bad Check ,#VALUE!,,20,40,60,,,,,,,,,,,,
"February 17, 2015     5217 East Trindle Road (Jeffrey’s Flowers)          Bad Check     D","February 17, 2015",42052,02/17/15,5217 East Trindle Road (Jeffrey’s Flowers) 17011,5217 East Trindle Road  17011,Bad Check D,Bad Check ,#VALUE!,,20,45,65,,,,,,,,,,,,
"January 21, 2015     3451 Simpson Ferry Road (Mid South Building Supply)          Bad Check    D","January 21, 2015",42025,01/21/15,3451 Simpson Ferry Road (Mid South Building Supply) 17011,3451 Simpson Ferry Road  17011,Bad Check D,Bad Check ,#VALUE!,,19,54,73,,,,,,,,,,,,
"July 5, 2016     3512 Market Street (Members 1st)         Bad Checks    D","July 5, 2016",42556,07/05/16,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Checks D,Bad Check ,#VALUE!,,15,35,50,,,,,,,,,,,,
"June 9, 2016     3512 Market Street (Members 1st)         Bad Checks    D","June 9, 2016",42530,06/09/16,3512 Market Street (Members 1st) 17011,3512 Market Street  17011,Bad Checks D,Bad Check ,#VALUE!,,15,35,50,,,,,,,,,,,,
"November 11, 2015      4600 block of Mt Zion Drive           Burglary","November 11, 2015",42319,11/11/15,4600 block of Mt Zion Drive 17011,#VALUE!,Burglar,Burglary,#VALUE!,,20,31,51,,,,,,,,,,,,
"December 29, 2016     5900 block of Stephens Crossing            Burglary","December 29, 2016",42733,12/29/16,5900 block of Stephens Crossing 17011,#VALUE!,Burglary,Burglary,,,20,34,54,0,,,,,,,,,,,
"December 27, 2016     First block of Skyport Road            Burglary","December 27, 2016",42731,12/27/16,First block of Skyport Road 17011,#VALUE!,Burglary,Burglary,,,20,30,50,0,,,,,,,,,,,
"November 26, 2016     1300 block of Concord Road           Burglary","November 26, 2016",42700,11/26/16,1300 block of Concord Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,20,29,49,,,,,,,,,,,,
"November 19, 2016     4100 block of Park Street          Burglary","November 19, 2016",42693,11/19/16,4100 block of Park Street 17011,#VALUE!,Burglary,Burglary,#VALUE!,,20,28,48,,,,,,,,,,,,
"November 17, 2016     699 East Simpson Street (Palmer Automotive)           Burglary","November 17, 2016",42691,11/17/16,699 East Simpson Street (Palmer Automotive) 17011,699 East Simpson Street  17011,Burglary,Burglary,#VALUE!,,20,46,66,,,,,,,,,,,,
"November 2, 2016     4100 block of Valley Road          Burglary","November 2, 2016",42676,11/02/16,4100 block of Valley Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,19,28,47,,,,,,,,,,,,
"October 22, 2016     5231 Simpson Ferry Road (Postal Connections)         Burglary","October 22, 2016",42665,10/22/16,5231 Simpson Ferry Road (Postal Connections) 17011,5231 Simpson Ferry Road  17011,Burglary,Burglary,#VALUE!,,19,47,66,,,,,,,,,,,,
"October 9, 2016     100 block of Maple Avenue         Burglary","October 9, 2016",42652,10/09/16,100 block of Maple Avenue 17011,#VALUE!,Burglary,Burglary,#VALUE!,,18,28,46,,,,,,,,,,,,
"September 24, 2016     115 St Johns Church Road (Euphoria Hair and Salon)         Burglary","September 24, 2016",42637,09/24/16,115 St Johns Church Road (Euphoria Hair and Salon) 17011,115 St Johns Church Road  17011,Burglary,Burglary,#VALUE!,,21,53,74,,,,,,,,,,,,
"September 20, 2016     2600 block of Warren Way          Burglary","September 20, 2016",42633,09/20/16,2600 block of Warren Way 17011,#VALUE!,Burglary,Burglary,#VALUE!,,21,27,48,,,,,,,,,,,,
"September 3, 2016     400 block of Brook Circle         Burglary","September 3, 2016",42616,09/03/16,400 block of Brook Circle 17011,#VALUE!,Burglary,Burglary,#VALUE!,,20,28,48,,,,,,,,,,,,
"July 26, 2016     800 block of Tavy Court         Burglary","July 26, 2016",42577,07/26/16,800 block of Tavy Court 17011,#VALUE!,Burglary,Burglary,#VALUE!,,16,26,42,,,,,,,,,,,,
"July 5, 2016     1100 block of Newbold Lane         Burglary","July 5, 2016",42556,07/05/16,1100 block of Newbold Lane 17011,#VALUE!,Burglary,Burglary,#VALUE!,,15,29,44,,,,,,,,,,,,
"May 22, 2016     6100 block of Charing Cross         Burglary","May 22, 2016",42512,05/22/16,6100 block of Charing Cross 17011,#VALUE!,Burglary,Burglary,#VALUE!,,15,30,45,,,,,,,,,,,,
"May 4, 2016     First block of Central Boulevard         Burglary","May 4, 2016",42494,05/04/16,First block of Central Boulevard 17011,#VALUE!,Burglary,Burglary,#VALUE!,,14,35,49,,,,,,,,,,,,
"May 3, 2016     2200 block of Earth Road         Burglary","May 3, 2016",42493,05/03/16,2200 block of Earth Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,14,27,41,,,,,,,,,,,,
"May 1, 2016     800 block of Pamelas Lane West         Burglary","May 1, 2016",42491,05/01/16,800 block of Pamelas Lane West 17011,#VALUE!,Burglary,Burglary,#VALUE!,,14,33,47,,,,,,,,,,,,
"April 27, 2016     4300 block of Carlisle Pike         Burglary","April 27, 2016",42487,04/27/16,4300 block of Carlisle Pike 17011,#VALUE!,Burglary,Burglary,#VALUE!,,17,30,47,,,,,,,,,,,,
"April 16, 2016     2200 block of Earth Road         Burglary","April 16, 2016",42476,04/16/16,2200 block of Earth Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,17,27,44,,,,,,,,,,,,
"March 31, 2016     First block of Salem Church Road         Burglary    D-ARREST","March 31, 2016",42460,03/31/16,First block of Salem Church Road 17011,#VALUE!,Burglary D-ARREST,Burglary,#VALUE!,,17,35,52,,,,,,,,,,,,
"March 30, 2016     First block of Salem Church Road         Burglary","March 30, 2016",42459,03/30/16,First block of Salem Church Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,17,35,52,,,,,,,,,,,,
"March 21, 2016     301 Railroad Avenue (Site One Landscaping)         Burglary","March 21, 2016",42450,03/21/16,301 Railroad Avenue (Site One Landscaping) 17011,301 Railroad Avenue  17011,Burglary,Burglary,#VALUE!,,17,45,62,,,,,,,,,,,,
"February 21, 2016     6260 Carlisle Pike (Hope United Methodist Church)         Burglary","February 21, 2016",42421,02/21/16,6260 Carlisle Pike (Hope United Methodist Church) 17011,6260 Carlisle Pike  17011,Burglary,Burglary,#VALUE!,,20,52,72,,,,,,,,,,,,
"January 1, 2016     1200 block of Summit Way          Burglary","January 1, 2016",42370,01/01/16,1200 block of Summit Way 17011,#VALUE!,Burglary,Burglary,#VALUE!,,18,27,45,,,,,,,,,,,,
"November 19, 2015     1200 block of East Powderhorn Road          Burglary","November 19, 2015",42327,11/19/15,1200 block of East Powderhorn Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,20,37,57,,,,,,,,,,,,
"November 7, 2015     First block of Salem Church Road          Burglary    D-ARREST","November 7, 2015",42315,11/07/15,First block of Salem Church Road 17011,#VALUE!,Burglary D-ARREST,Burglary,#VALUE!,,19,35,54,,,,,,,,,,,,
"October 10, 2015     2100 block of Englewood Court           Burglary","October 10, 2015",42287,10/10/15,2100 block of Englewood Court 17011,#VALUE!,Burglary,Burglary,#VALUE!,,19,32,51,,,,,,,,,,,,
"September 28, 2015     Brandy Lane/Admirals Quay          Burglary","September 28, 2015",42275,09/28/15,Brandy Lane/Admirals Quay 17011,#VALUE!,Burglary,Burglary,#VALUE!,,21,28,49,,,,,,,,,,,,
"July 11, 2015     4000 block of Darius Drive           Burglary","July 11, 2015",42196,07/11/15,4000 block of Darius Drive 17011,#VALUE!,Burglary,Burglary,#VALUE!,,16,29,45,,,,,,,,,,,,
"July 10, 2015     4415 Carlisle Pike (Pizza Works)          Burglary","July 10, 2015",42195,07/10/15,4415 Carlisle Pike (Pizza Works) 17011,4415 Carlisle Pike  17011,Burglary,Burglary,#VALUE!,,16,35,51,,,,,,,,,,,,
"June 8, 2015     4721 Delbrook Road (His Heart Tabernacle)          Burglary","June 8, 2015",42163,06/08/15,4721 Delbrook Road (His Heart Tabernacle) 17011,4721 Delbrook Road  17011,Burglary,Burglary,#VALUE!,,15,44,59,,,,,,,,,,,,
"April 19, 2015     4401 Carlisle Pike (RYO)           Burglary","April 19, 2015",42113,04/19/15,4401 Carlisle Pike (RYO) 17011,4401 Carlisle Pike  17011,Burglary,Burglary,#VALUE!,,17,27,44,,,,,,,,,,,,
"April 16, 2015     2200 block of Gleim Court            Burglary","April 16, 2015",42110,04/16/15,2200 block of Gleim Court 17011,#VALUE!,Burglary,Burglary,#VALUE!,,17,28,45,,,,,,,,,,,,
"April 10, 2015     1900 block of Monterey Drive          Burglary","April 10, 2015",42104,04/10/15,1900 block of Monterey Drive 17011,#VALUE!,Burglary,Burglary,#VALUE!,,17,31,48,,,,,,,,,,,,
"March 9, 2015     First block of Kevin Road           Burglary","March 9, 2015",42072,03/09/15,First block of Kevin Road 17011,#VALUE!,Burglary,Burglary,#VALUE!,,16,28,44,,,,,,,,,,,,
